localmappingnumber,kf_id,track_frame_id,timestamp_ms,kf_insertion_ms,map_points_total,new_map_points,queue_length,kf_culled,mean_reprojection_error,max_reprojection_error,optimization_time_ms,ba_executed,ba_aborted,ba_iters,tracking_lost,source,event_type,timestamp,rel_time_s,map_id,tracking_state,imu_initialized,ba_type,num_opt_kf,num_fixed_kf,num_mappoints,num_edges,visual_chi2_before,visual_chi2_after,imu_chi2_before,imu_chi2_after,imu_chi2_mean,imu_chi2_max,imu_rot_res_mean,imu_vel_res_mean,imu_pos_res_mean,gyro_rw_chi2,acc_rw_chi2,bias_delta_norm,velocity_delta_norm,pose_correction_trans_norm,pose_correction_rot_deg,init_scale,init_bg_norm,init_ba_norm,init_prior_g,init_prior_a,init_full_ba
113,112,1638,1778812659349,2.359,10102,463,0,0,0.8306,6.5077,15.990,1,0,4,0,LocalMapping,LOCAL_BA,1403715605.812143,81.900000,0,OK,no,LocalBundleAdjustment,12,3,1458,3916,0.501764,0.448640,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003741,0.055953,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
114,113,1645,1778812659721,3.345,10133,446,0,0,0.8305,6.4796,15.418,1,0,3,0,LocalMapping,LOCAL_BA,1403715606.162143,82.250000,0,OK,no,LocalBundleAdjustment,12,4,1480,4119,0.482640,0.442752,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002369,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
115,114,1647,1778812659828,2.370,10103,374,0,0,0.8675,6.7562,17.294,1,0,3,0,LocalMapping,LOCAL_BA,1403715606.262143,82.350000,0,OK,no,LocalBundleAdjustment,14,3,1459,4291,0.482771,0.451738,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002217,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
116,115,1649,1778812659933,2.442,10078,302,0,0,0.8585,7.5545,15.932,1,0,3,0,LocalMapping,LOCAL_BA,1403715606.362143,82.450000,0,OK,no,LocalBundleAdjustment,14,4,1425,4370,0.484523,0.460139,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003861,0.083929,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
117,116,1650,1778812659986,2.597,10086,245,0,0,0.8765,6.6623,17.064,1,0,3,0,LocalMapping,LOCAL_BA,1403715606.412143,82.500000,0,OK,no,LocalBundleAdjustment,15,4,1433,4573,0.494610,0.471794,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001938,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
118,117,1651,1778812660041,2.490,10120,248,0,0,0.8734,6.2110,18.274,1,0,3,0,LocalMapping,LOCAL_BA,1403715606.462143,82.550000,0,OK,no,LocalBundleAdjustment,14,6,1420,4712,0.514735,0.479636,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001136,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
119,118,1652,1778812660095,2.702,10152,251,0,0,0.8992,8.3959,17.833,1,0,3,0,LocalMapping,LOCAL_BA,1403715606.512143,82.600000,0,OK,no,LocalBundleAdjustment,15,6,1452,4997,0.504190,0.486262,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000541,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
120,119,1653,1778812660146,2.698,10166,230,0,0,0.9240,8.1819,17.902,1,0,4,0,LocalMapping,LOCAL_BA,1403715606.562143,82.650000,0,OK,no,LocalBundleAdjustment,15,6,1231,4586,0.515981,0.491973,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001414,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
121,120,1654,1778812660204,2.767,10194,232,0,0,0.9367,8.6781,21.934,1,0,4,0,LocalMapping,LOCAL_BA,1403715606.612143,82.700000,0,OK,no,LocalBundleAdjustment,17,6,1494,5504,0.576196,0.511481,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000673,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
122,121,1657,1778812660363,2.870,10220,219,0,0,0.9591,8.7001,24.499,1,0,4,0,LocalMapping,LOCAL_BA,1403715606.762143,82.850000,0,OK,no,LocalBundleAdjustment,18,6,1520,5750,0.513401,0.499254,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001038,0.027976,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
123,122,1658,1778812660417,2.898,10244,219,0,0,0.9705,8.6656,23.488,1,0,3,0,LocalMapping,LOCAL_BA,1403715606.812143,82.900000,0,OK,no,LocalBundleAdjustment,19,6,1544,6040,0.522985,0.505740,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000859,0.027976,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
124,123,1659,1778812660467,2.849,10261,216,0,0,0.9853,8.6471,22.938,1,0,3,0,LocalMapping,LOCAL_BA,1403715606.862143,82.950000,0,OK,no,LocalBundleAdjustment,20,6,1561,6301,0.522118,0.506503,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001240,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
125,124,1661,1778812660577,3.271,10279,211,0,0,1.0058,8.6478,24.274,1,0,3,0,LocalMapping,LOCAL_BA,1403715606.962143,83.050000,0,OK,no,LocalBundleAdjustment,21,6,1492,6389,0.529710,0.515932,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000995,0.027976,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
126,125,1665,1778812660792,2.760,10274,161,0,0,1.0200,8.6393,28.163,1,0,4,0,LocalMapping,LOCAL_BA,1403715607.162143,83.250000,0,OK,no,LocalBundleAdjustment,21,7,1428,6426,0.569591,0.550953,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001950,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
127,126,1668,1778812660946,2.883,10274,125,0,0,1.0249,8.6410,22.613,1,0,3,0,LocalMapping,LOCAL_BA,1403715607.312143,83.400000,0,OK,no,LocalBundleAdjustment,20,7,1207,5815,0.544765,0.532314,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000542,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
128,127,1673,1778812661214,2.607,10251,93,0,0,1.0669,8.6678,25.863,1,0,3,0,LocalMapping,LOCAL_BA,1403715607.562143,83.650000,0,OK,no,LocalBundleAdjustment,23,7,1405,6623,0.555885,0.547291,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000643,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
129,128,1676,1778812661375,2.603,10260,81,0,0,1.0690,8.6512,24.781,1,0,4,0,LocalMapping,LOCAL_BA,1403715607.712143,83.800000,0,OK,no,LocalBundleAdjustment,21,8,969,5431,0.575543,0.564714,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000687,0.027976,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
130,129,1679,1778812661533,2.536,10267,75,0,0,1.0842,8.6480,23.920,1,0,4,0,LocalMapping,LOCAL_BA,1403715607.862143,83.950000,0,OK,no,LocalBundleAdjustment,22,8,1072,5757,0.570419,0.564298,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000420,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
131,130,1682,1778812661686,2.446,10264,69,0,0,1.0986,8.7483,20.464,1,0,4,0,LocalMapping,LOCAL_BA,1403715608.012143,84.100000,0,OK,no,LocalBundleAdjustment,20,11,775,4935,0.579254,0.572811,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001802,0.039565,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
132,131,1690,1778812662119,3.301,10246,49,0,0,1.0868,8.7147,23.604,1,0,4,0,LocalMapping,LOCAL_BA,1403715608.412143,84.500000,0,OK,no,LocalBundleAdjustment,21,11,758,4988,0.612058,0.590544,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001399,0.027976,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
#final_keyframes,131
#survive_kf_id,survive_track_frame_id
0,0
1,100
3,102
4,103
5,104
6,105
7,107
8,111
9,131
10,149
11,175
12,207
13,218
14,230
15,254
16,268
17,305
18,323
19,347
20,351
21,357
22,369
23,416
24,441
25,456
26,470
27,477
28,481
29,489
30,503
31,514
32,536
33,546
34,557
35,569
36,579
37,592
38,605
39,614
40,635
41,689
42,710
43,735
44,761
45,779
46,791
47,798
48,803
49,807
50,811
51,818
52,832
53,840
54,851
55,860
56,866
57,876
58,884
59,891
60,902
61,914
62,925
63,932
64,935
65,941
66,950
67,959
68,983
69,1002
70,1014
71,1029
72,1045
73,1057
74,1083
75,1094
76,1098
77,1108
78,1116
79,1125
80,1137
81,1182
82,1201
83,1223
84,1285
85,1292
86,1297
87,1302
88,1311
89,1322
90,1346
91,1356
92,1365
93,1372
94,1381
95,1386
96,1392
97,1404
98,1418
99,1427
100,1434
101,1445
102,1455
103,1465
104,1472
105,1481
106,1532
107,1542
108,1558
109,1588
110,1603
111,1626
112,1638
113,1645
114,1647
115,1649
116,1650
117,1651
118,1652
119,1653
120,1654
121,1657
122,1658
123,1659
124,1661
125,1665
126,1668
127,1673
128,1676
129,1679
130,1682
131,1690
